gvkey,conm,tic,cusip,cik,sic,naics,LINKPRIM,LIID,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT
021918,DOMINION ENRG MIDSTRM PRT LP,DM.1,257454108,0001603286,4922,486210,P,01,LC,14956,55044,2014-10-15,2019-01-31
021944,HARMONY MERGER CORP,HRMN,413247107,,9995,999990,P,02,LC,15293,55212,2015-06-30,2017-07-24
021946,NAVIOS MARITIME MIDSTR PN LP,NAP,Y62134104,0001617049,4412,483111,P,01,LC,15055,55101,2014-11-13,2018-12-31
021952,INTEGRATED WASTE SVCS INC,IWSI,457952109,0000861888,1700,235940,C,01,LU,76170,10595,1990-05-14,1997-05-28
021954,HYDRA INDUSTRIES ACQUISITION,HDRA,448740100,,9995,999990,N,02,LC,15129,55078,2014-12-11,2016-12-27
021955,ALLIANCE GLOBAL ENVIRON FD,AEF.2,01859L103,0000861100,6726,525990,P,01,LU,76178,26070,1990-05-23,1997-09-30
021956,UNAVEST CAPITAL CORP  -CL A,3UCCAF,904295102,0000799128,9995,999990,C,00X,LC,78730,29229,1990-05-24,1993-07-30
021957,CURRAGH INC,8632B,231294109,0000857325,1000,212231,P,01,LC,76179,26071,1990-05-24,1993-12-21
021959,MDSI MOBILE DATA SOLUTIONS,MDSI.,55268N100,0000935497,7372,511210,P,01,LC,84232,15184,1996-11-26,2005-09-30
021960,HEALTH ADVANCEMENT SVCS INC,3HASIE,42217B502,0000853074,8071,621512,C,01,LU,76865,10616,1990-05-25,1993-05-06
021961,HEALTHINFUSION INC,HINF,42221C108,0000860983,8082,621610,P,01,LU,76175,10609,1990-05-23,1994-07-29
021962,HEALTH MANAGEMENT/DE,3HMIS,42219B104,0000791164,5912,446110,P,01,LU,76369,10611,1990-05-24,1997-10-31
021963,LATOKA INC,LATK,518296306,0000828879,1311,211111,P,01,LU,76379,10614,1990-05-24,1991-07-31
021965,CHINA CUSTOMER RELATNS  CTRS,CCRC,G2118P102,0001620664,7374,518210,P,01,LC,15898,55504,2015-12-21,2021-07-30
021967,POLYPID LTD,PYPD,M8001Q126,0001611842,2834,325412,P,01,LC,19487,57129,2020-06-26,E
021970,TEMPLETON GLOBAL UTILS INC,TGU.,879932101,0000861876,6726,525990,P,01,LC,76189,26078,1990-05-24,1996-03-25
021971,THAI CAPITAL FUND INC,TF.1,882905201,0000861865,6726,525990,P,01,LU,76184,26075,1990-05-23,2013-09-30
021980,WASTEC INC,WSTCQ,941067100,,4955,562211,P,01,LU,76446,10630,1990-06-07,1993-04-30
021983,HABIT RESTAURANTS INC (THE),HABT,40449J103,0001617977,5812,722511,P,01,LC,15068,55112,2014-11-20,2020-03-31
021984,VERB TECHNOLOGY CO INC,VERB,92337U302,0001566610,7370,518210,P,01,LC,18568,56713,2019-04-05,E
021990,MELROSE BANCORP INC,MELR,585553100,0001600890,6020,522110,P,01,LC,15011,55079,2014-10-22,2020-06-30
021998,NEOTHETICS INC,NEOT,64066G101,,2834,325412,P,01,LC,15075,55117,2014-11-20,2018-01-17
021999,CONNECTURE INC,CNXR,20786J106,0001211759,7370,519130,P,01,LC,15126,55145,2014-12-12,2018-04-30
022000,WORKIVA INC,WK,98139A105,0001445305,7370,518210,P,01,LC,15119,55141,2014-12-12,E
022008,TRI-VALLEY CORP,TVLYQ,895735108,0000022551,1311,211111,P,01,LC,89885,33788,2003-10-29,2012-06-22
022020,CHILES OFFSHORE CORP,CHC.5,168887107,0000862316,1381,213111,P,01,LU,76186,26076,1990-05-24,1994-09-30
022025,NEW SENIOR INVESTMENT GROUP,SNR,648691103,0001610114,6798,531110,P,01,LC,14974,55054,2014-11-07,2021-09-30
022035,CORBUS PHARMACEUTICALS HLDGS,CRBP,21833P301,0001595097,2836,325414,P,01,LC,15287,55227,2015-04-30,E
022037,SIENTRA INC,SIENQ,82621J204,0001551693,3842,339113,P,01,LC,15016,55084,2014-10-29,2024-06-30
022038,SUPRA MEDICAL CORP,3SMDD,868591108,0000810822,3841,339112,C,01,LU,77487,29471,1992-03-18,1994-06-23
022039,SYNEOS HEALTH INC,SYNH,87166B102,0001610950,8731,54171,P,01,LC,15071,55113,2014-11-07,2023-09-29
022040,UPLAND SOFTWARE INC,UPLD,91544A109,0001505155,7370,518210,P,01,LC,15087,55124,2014-11-06,E
022042,VIDCOM POST INC,VDPI,926538109,,7819,512191,P,01,LC,77003,10923,1991-05-07,1992-05-29
022047,GREEN BRICK PARTNERS INC,GRBK,392709101,0001373670,1531,236117,P,01,LC,92089,52369,2014-10-28,E
022049,DOREL INDUSTRIES INC,DIIBF,25822C205,0000843405,2511,337122,P,02,LC,86061,16094,1998-05-08,2007-03-16
022053,CONTANGO OIL & GAS CO,MCF,21075N204,0001071993,1311,2111,P,02,LC,88871,41163,2001-01-18,2021-12-08
022057,UST LIQUIDATING CORP,USTX,916911100,0000817820,9995,999990,P,01,LU,76458,10632,1990-06-08,1999-02-19
022059,INTEGRAL SYSTEMS INC,ISYS,45810H107,0000718130,7373,541512,P,01,LC,76372,10607,1990-05-22,2011-07-27
022082,JOINT CORP (THE),JYNT,47973J102,0001612630,6794,533110,P,01,LC,15072,55114,2014-11-11,E
022083,CARE-MED CENTERS INC,CMCI.2,141658104,0000825391,8000,623,P,01,LC,76319,10619,1990-05-31,1990-11-28
022086,INTL BANCSHARES CORP,IBOC,459044103,0000315709,6020,522110,P,01,LU,85875,31854,1998-03-04,E
022087,MR COFFEE INC,JAVA.,606460103,0000831463,3634,335211,P,01,LU,76176,10618,1990-05-31,1994-08-31
022111,EHI CAR SERVICES LTD -ADR,EHIC,26853A100,0001517492,7510,532111,P,90,LC,15033,55092,2014-11-18,E
022114,NEMAURA MEDICAL INC,NMRD,640442208,0001602078,3845,334510,P,01,LC,17269,56236,2018-01-25,E
022116,SKYE BIOSCIENCE INC,SKYE,83086J200,0001516551,2836,325414,P,01,LC,25035,59859,2024-04-11,E
022119,ASHFORD INC,AINC,044104107,0001604738,6282,523940,P,01,LC,15028,55088,2014-11-13,2024-07-31
022121,SWISHER INTERNATIONAL INC,SWSH.,870811304,0000808356,6794,533110,C,01,LU,79115,12091,1993-04-21,1998-05-11
022122,U S B HOLDING CO INC,UBH,902910108,0000707805,6020,522110,P,01,LU,84669,31961,1997-04-16,2007-12-31
022124,LANDMARK INFRAST PRTNS LP,LMRK,51508J108,0001615346,6519,531190,P,01,LC,15140,55115,2014-11-14,2021-12-31
022129,INOTEK PHARMACEUTICALS CORP,ITEK,45780V102,,2836,325414,P,01,LC,15221,55196,2015-02-18,2018-01-04
022134,AXALTA COATING SYSTEMS LTD,AXTA,G0750C108,0001616862,2851,325510,P,01,LC,15053,55099,2014-11-12,E
022136,ATTIS INDUSTRIES INC,ATIS,049836208,0000949721,8090,6219,P,01,LC,82476,14045,2017-01-25,2019-11-15
022138,TANTECH HOLDINGS LTD,TANH,G8675X156,0001588084,2860,325194,P,01,LC,15277,55218,2015-03-24,E
022139,BOUNDLESS CORP,BDLS,101706208,0000837472,2860,334118,C,01,LC,78103,11788,1992-11-25,2003-03-12
022140,ALLIED WASTE INDUSTRIES INC,AW,019589308,0000848865,4953,562111,P,02,LC,76887,11108,1991-09-10,2008-12-05
022144,MICRON SOLUTIONS INC,MICRD,59511X204,0000819689,3845,334510,C,03,LC,76544,28929,1990-12-04,2020-04-03
022154,BUILDERS EXPRESS INC  -CL A,BLDA10,119914109,0000861041,5211,444110,P,01,LU,76311,10631,1990-06-07,1991-12-31
022155,FLOOR & DECOR HLDGS,FND,339750101,0001507079,5211,444180,P,01,LC,16664,55909,2017-04-27,E
022159,RICE MIDSTREAM PARTNERS LP,RMP,762819100,0001620928,1311,211111,P,01,LC,15116,55138,2014-12-17,2018-07-31
022164,HELLO GROUP INC,MOMO,423403104,0001610601,7370,519290,P,90,LC,15135,55152,2014-12-11,E
022165,ON DECK CAPITAL INC,ONDK,682163100,0001420811,6159,522298,P,01,LC,15110,55135,2014-12-17,2020-10-30
022170,MOSAIX INC,MOSX,619454101,0000853266,3661,334210,P,01,LU,76199,10633,1990-06-08,1999-07-30
022173,ELECTRO BRAIN INTL,EBIC,285062204,0000820902,7372,511210,C,02,LU,76917,11012,1991-07-08,1995-05-15
022175,ESARCO INTERNATIONAL INC,ESARC,296052301,0000842310,6794,533110,C,01,LU,76346,10623,1990-06-05,1992-08-11
022177,VELOCITY EXPRESS CORP,VEXPQ,92257T707,0001002902,4210,492110,P,01,LC,83566,14670,1996-05-29,2009-08-04
022178,HORTONWORKS INC,HDP,440894103,0001610532,7372,511210,P,01,LC,15128,55147,2014-12-12,2019-01-31
022180,UNIQUE FABRICATING INC,UFABQ,90915J103,0001617669,3714,336390,P,01,LC,15590,55381,2015-07-01,E
022181,ENVIRONMENTAL ENERGY SERVICE,EESV,29406Q101,0000748055,6792,533110,C,01,LU,76919,11127,1994-11-14,1999-05-17
022181,ENVIRONMENTAL ENERGY SERVICE,EESV,29406Q101,0000748055,6792,533110,C,01,LU,76919,11127,1991-09-27,1994-06-28
022182,NEW RELIC INC,NEWR,64829B100,0001448056,7370,519290,P,01,LC,15108,55133,2014-12-12,2023-11-30
022184,FLEER CORP,FLER,338892102,0000862486,2741,511199,P,01,LU,76193,10622,1990-06-05,1992-10-30
022192,GEORGE MASON BANKSHARES INC,GMBS,372486100,0000761651,6020,522110,P,01,LU,79388,12256,1993-07-01,1998-04-30
022196,HORIZON BANCORP INC/WV,HZWV,440406106,0000730025,6020,522110,P,01,LC,79394,12260,1993-07-07,1998-12-31
022199,INTL PACKAGING AND LOG -OLD,IPLO.1,46099Q933,,5080,423840,P,01,LU,79983,12716,1993-12-31,1995-07-05
022199,INTL PACKAGING AND LOG -OLD,IPLO.1,46099Q933,,5080,423840,C,00X,LU,79983,12716,1993-12-22,1993-12-30
022201,COUNTY BANCORP INC,ICBK,221907108,0001470205,6020,522110,P,01,LC,15180,55171,2015-01-16,2021-12-06
022205,K-SWISS INC  -CL A,KSWS,482686102,0000862480,3140,316210,P,01,LC,76195,10625,1990-06-05,E
022207,TRUEBLUE INC,TBI,89785X101,0000768899,7363,561320,P,01,LU,83671,14722,1996-06-13,E
022208,LAUREL BANCORP INC,LAUR.,518615109,0000860106,6035,522120,P,01,LC,76380,10627,1990-06-06,1996-01-26
022221,PSYCHIATRIC SOLUTIONS INC,PSYS.1,74439H108,0000829608,8093,621420,P,01,LC,89485,43452,2002-08-06,2010-11-15
022221,PSYCHIATRIC SOLUTIONS INC,PSYS.1,74439H108,0000829608,8093,621420,P,01,LC,77990,11749,1992-10-16,2002-08-05
022225,ORIGO ACQUISITION CORP,OACQF,G67789126,0001619551,9995,999990,N,02,LC,15175,55144,2015-01-07,2018-02-21
022228,MAXSERV INC,MXSV.,577917107,0000720476,7389,812990,P,01,LU,80143,12790,1994-01-24,1997-03-31
022229,HISTOGENICS CORP,HSGX,43358V109,,3842,339113,P,01,LC,15132,55148,2014-12-03,2019-09-29
022230,JUNO THERAPEUTICS INC,JUNO,48205A109,0001594864,2836,325414,P,01,LC,15134,55150,2014-12-19,2018-03-29
022231,QUESTA OIL & GAS CO,QUES.,748354305,0000352511,1311,211111,P,01,LU,76424,10648,1990-06-22,2000-03-31
022241,CLINICAL HOMECARE LTD,CLHC,187263108,0000818725,8082,621610,P,01,LU,76326,10638,1990-07-31,1993-03-31
022248,NETWOLVES CORP,WOLVQ,64120V102,0001084103,4899,517919,P,01,LC,88206,37198,2000-04-20,2006-05-15
022249,WORKINGMENS CAP HLDGS INC,WCHI,981382104,0000860600,6035,522120,P,01,LU,76198,10628,1990-06-07,1996-10-31
022250,SICOR INC,SCRI.,825846108,0000807873,2834,325412,P,01,LU,76194,10621,1990-06-05,2004-01-30
022251,POLESTAR EXPLORATION INC,8106B,73110E103,0000795261,1040,21222,P,01,LU,78732,10626,1990-06-06,1992-02-28
022252,BALLY'S PARK PLACE INC,BLY4,058735002,0000311359,7990,721120,P,01,LU,64872,3458,1979-07-31,1986-06-12
022252,BALLY'S PARK PLACE INC,BLY4,058735002,0000311359,7990,721120,C,00X,LU,64872,3458,1979-07-23,1979-07-30
022253,NUVEEN CA MUN MKT OPP FD INC,NCO,67062U107,0000862313,6726,525990,P,01,LU,76182,26073,1990-05-18,2014-06-30
022254,NUVEEN NY MUN MKT OPP FD INC,NNO.1,67062V105,0000862338,6726,525990,P,01,LU,76183,26074,1990-05-18,1995-01-10
022255,SNYDER OIL CORP,SNY.1,833482102,0000860713,1311,211111,P,01,LU,76158,26063,1990-04-12,1999-05-28
022257,WAHLCO ENVIRONMENTAL SYSTEMS,3WALO,930569207,0000861184,3444,332322,P,01,LU,76150,26060,1990-05-31,1998-07-14
022258,BELLICUM PHARMACEUTICALS INC,BLCM,079481404,0001358403,2836,325414,P,01,LC,15125,55143,2014-12-18,2024-03-05
022259,JONES PLUMBING SYSTEMS INC,3JPSC.,480237106,0000096653,3430,332998,P,01,LC,59790,4403,1989-05-31,1995-11-09
022259,JONES PLUMBING SYSTEMS INC,3JPSC.,480237106,0000096653,3430,332998,C,00X,LC,59790,4403,1989-04-28,1989-05-30
022260,HCA HEALTHCARE INC,HCA,40412C101,0000860730,8062,622110,P,02,LC,76171,10604,1990-05-17,2006-11-30
022260,HCA HEALTHCARE INC,HCA,40412C101,0000860730,8062,622110,P,04,LC,12622,53696,2011-03-10,E
022261,IG LABORATORIES INC,IGLI,449583103,0000861992,8071,621511,P,01,LC,76168,10583,1990-05-03,1995-09-29
022262,MID-AMERICAN WASTE SYS INC,MAWS,59523F100,0000798671,4953,562111,C,01,LU,76173,10605,1990-05-18,1997-01-21
022263,NSC CORP,NSCC,62938T103,0000863210,4955,562112,P,01,LU,76200,10635,1990-06-12,1999-06-30
022264,SURGICAL TECHNOLOGIES INC,SGTI.,868901109,,3443,332410,P,01,LU,76174,10606,1990-05-18,1996-07-15
022265,PIONEER FED BANCORP INC,PFBC.,723670105,0000859241,6035,522120,P,01,LU,76192,10620,1990-06-04,1993-08-09
022266,ADVANCED ACCELERATR APP -ADR,AAAP,00790T100,0001611787,2836,325414,P,90,LC,15829,55475,2015-11-11,2018-02-28
022270,ENERCON DATA CORP,3ENDC,29265K104,0000022932,3822,334512,C,00X,LC,25698,1144,1988-12-31,1989-06-16
022282,NORTH COUNTY BANCORP,NCBH,658810106,0000357262,6020,522110,P,01,LU,83886,14903,1996-08-14,2000-01-31
022283,PIT STOP AUTO CENTERS INC,PSAC.1,724339106,,7500,811191,P,01,LU,76418,10705,1990-08-01,1992-02-28
022284,SMART SAND INC,SND,83191H107,0001529628,1400,212322,P,01,LC,16471,55794,2016-11-04,E
022294,SEILER POLLUTION CONTROL SYS,SEPE,816029201,0000718827,3567,333994,C,01,LU,80273,12819,1994-02-03,1998-10-12
022303,BUSINESS BANCORP,BBCP.1,123239105,0000700570,6020,522190,P,01,LU,76312,10636,1990-06-13,1994-10-31
022306,ESB FINANCIAL CORP,ESBF,26884F102,0000872835,6036,522120,P,01,LU,76202,10637,1990-06-13,2015-02-27
022307,MILLER/HOWARD HGH INCM EQ FD,HIE,600379101,0001519505,6726,,P,01,LC,15041,55093,2014-11-25,2024-11-29
022308,ATS MEDICAL INC,ATSI,002083103,0000824068,3842,339113,P,01,LU,76367,10639,1990-06-13,2010-08-31
022310,NUVEEN GLOBAL HIGH INCOME FD,JGH,67075G103,0001615905,6726,,P,01,LC,15047,55096,2014-11-24,E
022316,AROWANA INC,ARWA,G05011104,0001622577,9995,999990,P,02,LC,15362,55263,2015-05-18,2016-12-30
022318,RELIANCE GLOBAL GROUP INC,RELI,75946W405,0001812727,6411,524210,P,01,LC,20623,57970,2021-02-09,E
022320,NUKKLEUS INC,NUKK,67054R203,0001592782,7372,511210,P,01,LC,19549,57114,2023-12-26,E
022325,XILINX INC,XLNX,983919101,0000743988,3674,334413,P,01,LU,76201,10634,1990-06-12,2022-02-28
022330,SYMMETRY SURGICAL INC,SSRG,87159G100,0001616101,3841,339112,P,01,LC,15090,55127,2014-12-05,2016-07-29
022338,UTG INC,UTGN,90342M109,0000832480,6311,524113,P,01,LU,76454,10642,1990-06-29,2001-12-30
022343,KLX INC,KLXI,482539103,0001617898,5080,423860,P,01,LC,15091,55128,2014-12-17,2018-10-31
022345,WESTWOOD CORP,3WNMP,961748209,0000876884,3621,335312,P,01,LU,77343,11345,1992-02-14,1999-08-17
022358,BRIACELL THERAPEUTICS CORP,BCTX,107930208,0001610820,2836,325414,P,01,LC,20575,57913,2021-02-24,E
022360,AG CHEM EQUIPMENT INC,AGCH,008363103,0000935503,3523,333111,P,01,LU,81537,13692,1995-04-24,2001-04-30
022362,1847 HOLDINGS LLC,EFSH,28252B853,0001599407,5712,337110,C,01,LC,23267,59357,2022-08-03,E
022367,VINE ENERGY INC,VEI,92735P103,0001693853,1311,2111,P,02,LC,20736,58049,2021-04-30,2021-11-02
022373,GENASYS INC,GNSS,36872P103,0000924383,3651,334310,P,01,LC,87053,16636,1999-07-07,E
022380,DIGITAL CREATIVE DEVELOPMENT,DCDC,25384B108,0001016951,5812,722110,C,01,LC,85525,15801,1997-11-05,1999-02-10
022383,BLIMPIE INTL INC,BLM.1,093538106,0000895477,6794,533110,P,01,LU,78957,12029,1993-03-23,2002-01-31
022387,TILRAY BRANDS INC,TLRY,88688T100,0001731348,2834,325412,P,01,LC,18221,56575,2018-11-02,2021-04-30
022387,TILRAY BRANDS INC,TLRY,88688T100,0001731348,2834,325412,P,02,LC,17977,56465,2021-05-01,E
022392,BARBERS HAIRSTYLING FOR MEN,BBHF,067160101,0000926202,5122,422210,P,01,LU,80799,13266,1994-08-16,1999-05-28
022397,AVOLON HOLDINGS LTD,AVOL,G52237107,0001610128,7359,532411,P,01,LC,15120,55142,2014-12-12,2016-01-29
022398,WARRIOR ENERGY SERVICE CORP,WARR.1,936258102,0000839871,1389,237120,C,01,LU,76898,10949,1991-05-24,2006-12-29
022403,CFSB BANCORP INC(OLD),CFSB.,124927104,0000859083,6036,522120,P,01,LU,76205,10650,1990-06-22,1999-07-30
022404,LIGHTNING ROD SOFTWARE INC,LROD,532244100,0000866283,7372,511210,P,01,LU,76510,28933,1990-10-12,2001-07-31
022407,CARDIOTRONICS SYSTEMS INC,CDIO.1,141601401,0000835316,3845,334510,P,02,LU,82677,14204,1995-12-11,1997-01-31
022410,INDIVIOR PLC,INDV,G4766E116,0001625297,2834,325412,P,01,LC,24016,59592,2023-06-12,E
022439,CURO GROUP HLDGS CORP,CUROQ,23131L107,0001711291,6141,522291,P,01,LC,17178,56190,2017-12-07,E
022447,PAR PACIFIC HOLDINGS INC,PARR,69888T207,0000821483,2911,324110,C,01,LC,79259,12195,1993-06-11,2011-12-27
022447,PAR PACIFIC HOLDINGS INC,PARR,69888T207,0000821483,2911,324110,P,02,LC,14773,54933,2014-07-22,E
022449,AURORA CANNABIS INC,ACB,05156X850,0001683541,2834,325412,P,01,LC,18151,56545,2018-10-23,E
022459,URBAN EDGE PROPERTIES,UE,91704F104,0001611547,6798,531120,P,01,LC,15142,55155,2015-01-16,E
022460,CRONOS GROUP INC,CRON,22717L101,0001656472,2834,325412,P,01,LC,17316,56268,2018-02-27,E
022461,ARCTIC CAT INC,ACAT,039670104,0000719866,3790,336999,P,01,LU,76207,10652,1990-06-26,2017-03-31
022466,M G PRODUCTS INC,MGPR,55301K105,0000863111,3640,335121,C,01,LU,79287,12215,1993-08-17,1996-09-26
022480,FINTECH ACQUISITION CORP,FNTC.1,31809H100,,9995,999990,P,02,LC,15292,55194,2015-04-06,2016-07-29
022484,MEDOVEX CORP,MDVX,58504H101,,3845,334510,P,02,LC,15223,55151,2015-02-02,2019-07-31
022495,CYCLONE URANIUM CORP,CYUR,23254T101,0000844788,1040,212221,C,01,LU,76351,10737,1990-08-24,1993-08-26
022496,STEPHAN CO,SPCO,858603103,0000094056,2844,325620,C,01,LC,84911,26020,2001-05-08,2009-12-18
022496,STEPHAN CO,SPCO,858603103,0000094056,2844,325620,C,01,LC,84911,26020,1990-01-29,2000-11-20
022496,STEPHAN CO,SPCO,858603103,0000094056,2844,325620,C,01,LC,84911,26020,1966-01-31,1968-08-01
022500,QKL STORES INC,QKLS,74732Y303,0000808047,5411,452910,C,01,LC,93087,53254,2009-10-21,E
022507,ENCORIUM GROUP INC,ENCO,29257R208,0000856569,8731,541711,C,01,LC,85685,15891,1997-12-16,2010-10-21
022515,PATRIOT NATIONAL INC,PNTPQ,70338T102,0001619917,6411,524292,P,01,LC,15164,55161,2015-01-16,2017-11-22
022523,HARVEST FINANCIAL CORP,HVEF,417528106,0000351952,6035,522120,P,01,LC,78973,12033,1993-03-23,1996-01-26
022524,HORSEHEAD RESOURCE DEV INC,3186B,440699106,0000837635,4955,562211,P,01,LU,76212,10660,1990-06-29,1996-07-31
022525,JSB FINANCIAL INC -OLD,JSB.,46624M100,0000861499,6035,522120,P,01,LU,76210,10656,1990-06-27,2000-02-29
022528,MICROGRAFX INC,3MGXI,595077108,0000756497,7372,511210,P,01,LU,76267,10659,1990-06-29,2001-04-27
022529,MOUNTAINTOP CORP,VODK,624544102,0000861896,2080,312140,P,01,LU,76395,10662,1990-06-29,1992-05-29
022531,SUNDOWNER OFFSHORE SVCS INC,SOS.,867314106,0000863527,1389,213112,P,01,LU,76213,10661,1990-06-29,1994-10-31
022532,SWIFT TRANSPORTATION CO INC,SWFT.1,870756103,0000863557,4213,484121,P,01,LU,76214,10657,1990-06-29,2007-05-31
022536,TRIMARK HOLDINGS INC,TMRK.1,89621J100,0000863896,7822,512120,P,01,LU,76208,10658,1990-06-29,2000-10-31
022542,FORTUNE INDUSTRIES INC,FDVF,34963X200,0000851249,8700,541214,C,01,LC,76355,10647,2005-06-23,2013-06-28
022542,FORTUNE INDUSTRIES INC,FDVF,34963X200,0000851249,8700,541214,C,01,LC,76355,10647,1990-06-21,1995-05-08
022543,GOOD TIMES RESTAURANTS INC,GTIM,382140879,0000825324,5812,722513,C,01,LU,76360,10651,1990-06-22,E
022544,HEARTLAND PARTNERS  -LP-CL A,HTLLQ,422357103,0000843964,6552,999990,P,01,LU,76252,26101,1990-07-02,2006-04-26
022545,HOMECORP INC,HMCI,437390107,0000857667,6035,522120,P,01,LU,76370,10649,1990-06-22,1998-03-31
022546,POLYVISION CORP,PLI.3,731805107,0000835405,3260,327112,P,01,LU,76251,26100,1990-07-20,2001-11-30
022548,NUVEEN INVT QUALITY MUN FD,NQM,67062E103,0000862716,6726,525990,P,01,LU,76220,26083,1990-06-22,2016-10-31
022553,ABOVE TECHNOLOGIES INC,3ABVE,003738309,0000743213,7372,511210,P,02,LC,10695,8597,1990-04-23,1991-07-11
022553,ABOVE TECHNOLOGIES INC,3ABVE,003738309,0000743213,7372,511210,C,00X,LC,10695,8597,1989-10-12,1990-04-22
022553,ABOVE TECHNOLOGIES INC,3ABVE,003738309,0000743213,7372,511210,C,00X,LC,10695,8597,1988-12-01,1989-03-20
022555,EAGLE CAPITAL GROWTH FUND,GRF,269451100,0000850027,6726,525990,P,01,LC,76398,10676,2007-10-15,E
022555,EAGLE CAPITAL GROWTH FUND,GRF,269451100,0000850027,6726,525990,P,01,LC,76398,10676,1990-07-11,1994-08-02
022556,VENTANA GLOBAL INC,VNTA,92277F208,0000860427,5065,421690,C,01,LU,76297,10666,1990-07-31,1992-02-03
022556,VENTANA GLOBAL INC,VNTA,92277F208,0000860427,5065,421690,C,00X,LU,76297,10666,1990-07-02,1990-07-30
022558,MONOCLONAL MEDICAL  -CL A,MEMOA,609757109,0000841112,2835,325412,P,01,LU,76394,10667,1990-07-03,1992-07-31
022567,QUALITY PRODUCTS INC,QPDC,747578409,0000843462,3569,333999,C,02,LU,76335,10681,1990-07-13,1995-03-23
022570,ALMADEN MINERALS LTD,AAUAF,020283305,0001015647,1000,212,P,01,LC,91038,50013,2005-12-19,E
022578,OPTIMAX INDUSTRIES INC,EMCO,28500T102,0000824103,0100,111421,C,01,LU,76862,10930,1991-05-13,1998-02-10
022583,GMS INC,GMS,36251C103,0001600438,5030,4233,P,01,LC,16076,55577,2016-05-31,E
022590,PALVELLA THERAPEUTICS INC,PVLA,697947109,0001583648,2836,325414,P,01,LC,15433,55317,2015-06-30,E
022601,RAMP CORP,RCOCQ,75156P207,0000890784,7370,518111,P,01,LU,80946,13301,1994-09-13,2005-05-20
022603,SUMMIT MATERIALS INC,SUM,86614U100,0001621563,1400,212312,P,01,LC,15264,55208,2015-03-12,E
022604,ASCENDIS PHARMA AS,ASND,04351P101,0001612042,2836,325414,P,90,LC,15171,55166,2015-01-28,E
022612,WET SEAL INC,WTSLQ,961840105,0000863456,5621,448120,P,01,LU,76217,10669,1990-07-03,2016-01-04
022615,FOUNDATION HEALTH CORP,FH.1,350401105,0000859493,6324,524114,P,01,LU,76248,26097,1990-07-12,1997-04-30
022617,CINE SOURCE INC,FQVE,336131206,,7812,512110,C,01,LC,76325,10641,1990-07-12,1991-04-09
022619,ENVIRONMENTAL ELEMENTS CORP,EECPQ,293940102,0000863893,3564,333411,P,01,LU,76222,10680,1990-07-13,2003-11-28
022629,INFRAREIT INC,HIFR,45685L100,0001506401,6798,531190,P,01,LC,15159,55160,2015-01-30,2019-05-31
022632,LANNETT CO INC,LCINQ,516012200,0000057725,2834,325412,P,01,LC,89369,43014,2002-04-15,2023-06-30
022637,YULONG ECO-MATLS LTD,YECO,988497103,0001607741,3270,327320,P,01,LC,15441,55322,2015-06-26,2018-11-30
022638,ZOOMINFO TECHNO INC,ZI,98980F104,0001794515,7370,518210,P,01,LC,19405,57093,2020-06-04,E
022650,MINES MANAGEMENT INC,MGN.2,603432105,0000066649,1000,212,P,01,LC,90069,44979,2004-03-24,2016-09-30
022653,VISTA OUTDOOR INC,VSTO,928377100,0001616318,3480,33299,P,01,LC,15168,55163,2015-02-10,2024-11-29
022657,NETWORK SIX INC,NWSS,640901203,0000726714,7373,541512,P,01,LU,79101,12099,1993-04-27,2001-08-31
022659,NEWS COMMUNICATIONS,NWCM,652484882,0000794487,2711,511110,P,02,LU,76402,10754,1990-09-28,2001-05-15
022659,NEWS COMMUNICATIONS,NWCM,652484882,0000794487,2711,511110,C,00X,LU,76402,10754,1990-09-19,1990-09-27
022666,VISUAL EQUITIES INC/NV,3VZEU,928437102,0000840404,6799,523999,C,01,LU,76406,10761,1990-09-28,1992-12-09
022667,ENTELLUS MEDICAL INC,ENTL,29363K105,0001374128,3845,334510,P,01,LC,15176,55168,2015-01-29,2018-02-28
022668,NUEVO ENERGY CO,NEV.2,670509108,0000861819,1311,211111,P,01,LC,76238,26088,1990-07-10,2004-05-28
022671,EARTHSTONE ENERGY INC,ESTE,27032D304,0000010254,1311,211120,P,01,LC,17073,677,2014-12-20,2023-11-30
022672,SHAKE SHACK INC,SHAK,819047101,0001620533,5812,722513,P,01,LC,15167,55162,2015-01-30,E
022673,FLEX PHARMA INC,FLKS,33938A105,,2834,325412,P,01,LC,15177,55169,2015-01-29,2019-07-21
022674,EASTERLY GOVERNMENT PPTYS,DEA,27616P103,0001622194,6798,531120,P,01,LC,15194,55181,2015-02-06,E
022675,HAILIANG EDUCATION GRP -ADR,HLG,40522L108,0001596964,8200,611110,P,90,LC,15526,55360,2015-07-07,2022-09-30
022676,CHECK-CAP LTD,CHEK,M2361E179,0001610590,3845,334510,P,02,LC,15268,55192,2015-03-18,E
022677,ORANGE NATIONAL BANCORP,OGNB,685080103,0000801443,6020,522110,P,01,LU,83153,14361,1996-02-13,1999-10-29
022678,ORTHOPEDIC SERVICES INC,OSII.1,687508101,0000863516,8093,621498,P,01,LU,76269,10672,1990-07-10,1992-03-31
